Target_DE_TransE_1,Target_DE_SimplE_1,Target_DE_DistMult_1,Target_TERO_1,Target_ATISE_1
-10.254088401794434,7.346988201141357,13.577497482299805,105.83609771728516,120.50167846679688
-10.254088401794434,7.346988201141357,13.577497482299805,105.83609771728516,120.50167846679688
-10.254088401794434,7.346988201141357,13.577497482299805,105.83609771728516,120.50167846679688
-10.254088401794434,7.346988201141357,13.577497482299805,105.83609771728516,120.50167846679688
-18.151823043823242,-7.304171085357666,-8.764863014221191,135.27816772460938,181.18983459472656
-18.151823043823242,-7.304171085357666,-8.764863014221191,135.27816772460938,181.18983459472656
-18.151823043823242,-7.304171085357666,-8.764863014221191,135.27816772460938,181.18983459472656
-18.151823043823242,-7.304171085357666,-8.764863014221191,135.27816772460938,181.18983459472656
-9.490294456481934,8.744290351867676,14.309814453125,107.14083862304688,114.03829956054688
-9.490294456481934,8.744290351867676,14.309814453125,107.14083862304688,114.03829956054688
-9.490294456481934,8.744290351867676,14.309814453125,107.14083862304688,114.03829956054688
-9.490294456481934,8.744290351867676,14.309814453125,107.14083862304688,114.03829956054688
-9.47886848449707,8.28394603729248,10.893841743469238,105.85625457763672,113.77896118164062
-9.47886848449707,8.28394603729248,10.893841743469238,105.85625457763672,113.77896118164062
-9.47886848449707,8.28394603729248,10.893841743469238,105.85625457763672,113.77896118164062
-9.47886848449707,8.28394603729248,10.893841743469238,105.85625457763672,113.77896118164062
-13.490721702575684,8.634082794189453,6.349033832550049,105.13468933105469,115.1859130859375
-13.490721702575684,8.634082794189453,6.349033832550049,105.13468933105469,115.1859130859375
-13.490721702575684,8.634082794189453,6.349033832550049,105.13468933105469,115.1859130859375
-13.490721702575684,8.634082794189453,6.349033832550049,105.13468933105469,115.1859130859375
-8.616150856018066,10.343376159667969,9.283031463623047,107.23211669921875,114.51068115234375
-8.616150856018066,10.343376159667969,9.283031463623047,107.23211669921875,114.51068115234375
-8.616150856018066,10.343376159667969,9.283031463623047,107.23211669921875,114.51068115234375
-8.616150856018066,10.343376159667969,9.283031463623047,107.23211669921875,114.51068115234375
-9.239511489868164,13.825115203857422,16.788639068603516,105.63591003417969,117.22308349609375
-9.239511489868164,13.825115203857422,16.788639068603516,105.63591003417969,117.22308349609375
-9.239511489868164,13.825115203857422,16.788639068603516,105.63591003417969,117.22308349609375
-9.239511489868164,13.825115203857422,16.788639068603516,105.63591003417969,117.22308349609375
-13.383245468139648,0.7187453508377075,0.8513399362564087,118.49046325683594,125.91361999511719
-13.383245468139648,0.7187453508377075,0.8513399362564087,118.49046325683594,125.91361999511719
-13.383245468139648,0.7187453508377075,0.8513399362564087,118.49046325683594,125.91361999511719
-13.383245468139648,0.7187453508377075,0.8513399362564087,118.49046325683594,125.91361999511719
-11.515320777893066,6.920655250549316,8.811896324157715,106.99597930908203,114.48538208007812
-11.515320777893066,6.920655250549316,8.811896324157715,106.99597930908203,114.48538208007812
-11.515320777893066,6.920655250549316,8.811896324157715,106.99597930908203,114.48538208007812
-11.515320777893066,6.920655250549316,8.811896324157715,106.99597930908203,114.48538208007812
-13.153145790100098,2.331374406814575,0.6525673270225525,124.0737075805664,139.8479766845703
-13.153145790100098,2.331374406814575,0.6525673270225525,124.0737075805664,139.8479766845703
-13.153145790100098,2.331374406814575,0.6525673270225525,124.0737075805664,139.8479766845703
-13.153145790100098,2.331374406814575,0.6525673270225525,124.0737075805664,139.8479766845703
-11.36732006072998,2.41058087348938,3.3926501274108887,116.61463928222656,134.8125457763672
-11.36732006072998,2.41058087348938,3.3926501274108887,116.61463928222656,134.8125457763672
-11.36732006072998,2.41058087348938,3.3926501274108887,116.61463928222656,134.8125457763672
-11.36732006072998,2.41058087348938,3.3926501274108887,116.61463928222656,134.8125457763672
-10.485633850097656,8.793676376342773,9.220388412475586,119.59275817871094,118.8600082397461
-10.485633850097656,8.793676376342773,9.220388412475586,119.59275817871094,118.8600082397461
-10.485633850097656,8.793676376342773,9.220388412475586,119.59275817871094,118.8600082397461
-10.485633850097656,8.793676376342773,9.220388412475586,119.59275817871094,118.8600082397461
-7.764485836029053,10.403738975524902,11.044991493225098,106.25303649902344,112.28143310546875
-7.764485836029053,10.403738975524902,11.044991493225098,106.25303649902344,112.28143310546875
-7.764485836029053,10.403738975524902,11.044991493225098,106.25303649902344,112.28143310546875
-7.764485836029053,10.403738975524902,11.044991493225098,106.25303649902344,112.28143310546875
-13.606871604919434,2.441415309906006,3.7254886627197266,114.33765411376953,131.57696533203125
-13.606871604919434,2.441415309906006,3.7254886627197266,114.33765411376953,131.57696533203125
-13.606871604919434,2.441415309906006,3.7254886627197266,114.33765411376953,131.57696533203125
-13.606871604919434,2.441415309906006,3.7254886627197266,114.33765411376953,131.57696533203125
-22.367408752441406,-7.195228576660156,-6.762566566467285,138.20252990722656,285.41363525390625
-22.367408752441406,-7.195228576660156,-6.762566566467285,138.20252990722656,285.41363525390625
-22.367408752441406,-7.195228576660156,-6.762566566467285,138.20252990722656,285.41363525390625
-22.367408752441406,-7.195228576660156,-6.762566566467285,138.20252990722656,285.41363525390625
-11.368500709533691,7.089597225189209,5.273889064788818,107.43666076660156,116.94050598144531
-11.368500709533691,7.089597225189209,5.273889064788818,107.43666076660156,116.94050598144531
-11.368500709533691,7.089597225189209,5.273889064788818,107.43666076660156,116.94050598144531
-11.368500709533691,7.089597225189209,5.273889064788818,107.43666076660156,116.94050598144531
-20.709529876708984,-1.0066308975219727,2.367298126220703,122.67080688476562,317.10174560546875
-20.709529876708984,-1.0066308975219727,2.367298126220703,122.67080688476562,317.10174560546875
-20.709529876708984,-1.0066308975219727,2.367298126220703,122.67080688476562,317.10174560546875
-20.709529876708984,-1.0066308975219727,2.367298126220703,122.67080688476562,317.10174560546875
-17.103219985961914,-6.273351192474365,-2.422809600830078,124.89537048339844,158.66079711914062
-17.103219985961914,-6.273351192474365,-2.422809600830078,124.89537048339844,158.66079711914062
-17.103219985961914,-6.273351192474365,-2.422809600830078,124.89537048339844,158.66079711914062
-17.103219985961914,-6.273351192474365,-2.422809600830078,124.89537048339844,158.66079711914062
-8.12588119506836,10.431681632995605,13.078880310058594,106.4910888671875,114.87950897216797
-8.12588119506836,10.431681632995605,13.078880310058594,106.4910888671875,114.87950897216797
-8.12588119506836,10.431681632995605,13.078880310058594,106.4910888671875,114.87950897216797
-8.12588119506836,10.431681632995605,13.078880310058594,106.4910888671875,114.87950897216797
-9.075704574584961,10.042112350463867,10.162715911865234,108.66390991210938,111.62388610839844
-9.075704574584961,10.042112350463867,10.162715911865234,108.66390991210938,111.62388610839844
-9.075704574584961,10.042112350463867,10.162715911865234,108.66390991210938,111.62388610839844
-9.075704574584961,10.042112350463867,10.162715911865234,108.66390991210938,111.62388610839844
-9.859992980957031,7.5682501792907715,10.235859870910645,109.7440185546875,115.41435241699219
-9.859992980957031,7.5682501792907715,10.235859870910645,109.7440185546875,115.41435241699219
-9.859992980957031,7.5682501792907715,10.235859870910645,109.7440185546875,115.41435241699219
-9.859992980957031,7.5682501792907715,10.235859870910645,109.7440185546875,115.41435241699219
-22.180368423461914,-7.717315196990967,-4.881227493286133,138.16574096679688,173.14358520507812
-22.180368423461914,-7.717315196990967,-4.881227493286133,138.16574096679688,173.14358520507812
-22.180368423461914,-7.717315196990967,-4.881227493286133,138.16574096679688,173.14358520507812
-22.180368423461914,-7.717315196990967,-4.881227493286133,138.16574096679688,173.14358520507812
-9.930922508239746,8.868051528930664,8.781914710998535,110.52891540527344,114.487060546875
-9.930922508239746,8.868051528930664,8.781914710998535,110.52891540527344,114.487060546875
-9.930922508239746,8.868051528930664,8.781914710998535,110.52891540527344,114.487060546875
-9.930922508239746,8.868051528930664,8.781914710998535,110.52891540527344,114.487060546875
